MovieID,Movie,Year,Sequel,Revenue,Budget,Top.30.Actors,Top.30.Actresses,Top.30.Directors,Major.Production.House,Genre1,Genre2,Genre3,Genre4,Genre5,Genre6,MAge1,MAge2,MAge3,MAge4,MAge5,MAge6,MAge7,FAge1,FAge2,FAge3,FAge4,FAge5,FAge6,FAge7
466,Hot Shots! Part Deux,1993,0,NA,25000000,0,0,0,1,0,1,0,1,0,0,3.833333333,3.014705882,2.665048544,2.867647059,2.64,3.136363636,2.666666667,1,2.525,2.666666667,2.428571429,2.666666667,3,NA
467,Live Nude Girls,1995,0,23808,NA,0,0,0,0,0,0,0,1,0,0,NA,2.857142857,2.894736842,3.625,3.428571429,3,5,NA,3,3.6,NA,4,NA,NA
468,"The Englishman Who Went Up a Hill, But Came Down a Mountain,",1995,0,10904930,NA,1,0,0,0,0,0,0,0,0,0,2.666666667,2.851851852,3.298507463,3.384615385,3.5,3.217391304,2.928571429,3,3.125,3.212121212,3.565217391,3.352941176,3.5,3.75
469,"The House of the Spirits,",1993,0,6265311,25000000,0,0,0,0,0,0,0,0,0,1,NA,3,2.5,1.857142857,3,2.666666667,NA,3,3.428571429,3.285714286,3,2.8,3.666666667,4
470,House Party 3,1994,1,19281235,NA,0,0,0,0,0,0,0,1,0,0,3,1.6,1.714285714,2,NA,NA,NA,NA,1,2,2,1,NA,NA
471,"The Hudsucker Proxy,",1994,0,2816518,30000000,1,0,0,0,0,0,0,1,0,1,3.9,3.965517241,3.685714286,3.527777778,3.620689655,3.3,3.111111111,4,3.566666667,3.671875,3.5,3.117647059,2.857142857,1.5
472,I'll Do Anything,1994,0,10424645,44000000,0,0,0,0,0,0,0,1,0,1,NA,2.5,2.857142857,2.25,3.333333333,3,3,4,2.6,2.142857143,1,NA,3,NA
473,In the Army Now,1994,0,28881266,NA,0,0,0,0,0,1,0,1,0,0,2.111111111,2.423076923,2,1.9,2.5,3,NA,2.5,2.230769231,2.5,2.666666667,NA,NA,NA
474,In the Line of Fire,1993,0,102314823,40000000,1,0,1,0,0,1,1,0,0,0,3.272727273,3.786666667,3.855113636,3.858974359,3.979166667,3.783333333,4.055555556,4,3.4,3.804878049,3.586206897,3.947368421,4,4
475,In the Name of the Father,1993,0,25096862,13000000,1,0,0,1,0,0,0,0,0,1,4,4.0625,3.960784314,3.677419355,3.555555556,4.166666667,3.625,4,4.111111111,3.708333333,4,4.2,4,NA
476,"The Inkwell,",1994,0,8880705,NA,0,0,0,0,0,0,0,1,0,1,NA,2,2.666666667,3,3,NA,NA,NA,2,2.75,NA,4,3.333333333,NA
477,What's Love Got to Do with It?,1993,0,39100956,NA,0,1,0,0,0,0,0,0,0,1,NA,3,3.525,3.653846154,3.3,3.545454545,3.166666667,4,3.105263158,3.605263158,3.416666667,3.875,3.5,3.2
478,Jimmy Hollywood,1994,0,3783003,30000000,0,0,0,0,0,0,0,1,0,0,NA,2.714285714,2.555555556,1.333333333,NA,2,3,NA,1,3.5,NA,NA,NA,NA
479,Judgment Night,1993,0,12526677,NA,0,0,0,0,0,1,0,0,0,0,2.666666667,3.03125,2.73015873,2.941176471,2.666666667,2.666666667,3,NA,1.5,2.5,NA,NA,3,2
480,Jurassic Park,1993,0,402453882,63000000,0,0,0,1,0,1,0,0,0,0,3.859375,3.795774648,3.732911392,3.850241546,3.944099379,3.913907285,4.010752688,3.68,3.52173913,3.585714286,3.576923077,3.929824561,3.238095238,3.45
481,Kalifornia,1993,0,2395231,9000000,1,1,0,1,0,0,1,0,0,1,NA,3.434782609,3.4,3.424242424,3.266666667,2.9,3,NA,3.083333333,3.555555556,3.2,3.25,3.5,NA
482,Killing Zoe,1994,0,418961,1500000,0,1,0,0,0,0,1,0,0,0,4,3.642857143,3.579545455,3.25,3,3.666666667,2.333333333,NA,4.2,3.625,3.333333333,3.333333333,NA,NA
483,King of the Hill,1993,0,1214231,8000000,0,0,0,0,0,0,0,0,0,1,3,3.666666667,3.739130435,3.75,3.25,3.5,4,4,3.8,4,4,4,3.75,4
484,Lassie,1994,0,9979683,NA,0,0,0,1,1,0,0,0,0,0,2.666666667,2.142857143,2,4,2.333333333,NA,3.5,3,2.8,NA,4,3,NA,NA
485,Last Action Hero,1993,0,50016394,70000000,0,0,0,0,0,1,0,1,0,0,2.416666667,2.463157895,2.383783784,2.594936709,2.6,2.75,2.857142857,3,2.25,2.933333333,2.818181818,2.5,3.5,1
486,Life with Mikey,1993,0,12440858,NA,0,0,0,0,0,0,0,1,0,0,NA,2.95,2.8,2.666666667,2,2.5,NA,3,2.545454545,3.6,2.666666667,NA,3,1
487,Lightning Jack,1994,0,16821273,NA,0,0,0,0,0,1,0,1,0,0,4,2.352941176,2.3,3.181818182,2.75,2.666666667,4,NA,4,2,NA,NA,NA,NA
488,M. Butterfly,1993,0,1498795,NA,0,0,0,0,0,0,0,0,0,1,NA,4,3.625,2.571428571,3.5,3.5,3,NA,4,3.444444444,3.333333333,4,NA,NA
489,Made in America,1993,0,44942695,22000000,0,0,0,0,0,0,0,1,0,0,3,2.380952381,2.142857143,2.142857143,2.875,3,2,NA,2.857142857,2.714285714,2.8,3,3,NA
490,Malice,1993,0,46405336,NA,0,0,0,0,0,0,1,0,0,0,3,3.526315789,3.215384615,3.652173913,3.5,3.555555556,2.25,NA,2.714285714,3.16,3.333333333,3.777777778,3.666666667,4
491,"The Man Without a Face,",1993,0,24760338,NA,0,0,1,0,0,0,0,0,0,1,4,3.258064516,3.174603175,3.148148148,3.285714286,3.25,2.5,4,3.461538462,3.533333333,3.285714286,4,3.333333333,NA
492,Manhattan Murder Mystery,1993,0,11330911,13500000,1,0,1,0,0,0,1,1,0,0,3.555555556,3.916666667,3.786516854,3.394736842,3.75,3.857142857,3.85,3,4.111111111,3.80952381,3.473684211,3.5625,3.333333333,3.714285714
493,Menace II Society,1993,0,27912072,3500000,0,0,0,0,0,1,1,0,0,1,4.2,3.847222222,3.588652482,3.5,2.6,2.571428571,3.666666667,NA,2.9,3.833333333,4.2,4,3,NA
494,Executive Decision,1996,0,56569216,NA,0,0,0,0,0,1,1,0,0,0,3.222222222,3.086956522,3.285714286,3.528571429,3.689655172,3.578947368,3.555555556,2.5,2.857142857,3.4,3.266666667,3.125,4,4.5
495,In the Realm of the Senses (Ai no corrida),1976,0,NA,NA,0,0,0,0,0,0,0,0,0,1,2,3,3.454545455,2.833333333,3.833333333,4,5,NA,NA,3.25,4.333333333,3,NA,NA
496,What Happened Was...,1994,0,NA,120000,0,0,0,0,0,0,0,1,0,1,2,3,3.3,3.285714286,4,3,NA,NA,NA,1.8,4.25,NA,NA,4
497,Much Ado About Nothing,1993,0,22549338,8000000,0,1,0,0,0,0,0,1,0,1,3,3.87012987,3.827956989,3.716216216,4.142857143,4.217391304,4.222222222,4.333333333,4.246153846,4.229357798,4.214285714,4.15,4.294117647,4
498,Mr. Jones,1993,0,8345845,NA,0,0,0,0,0,0,0,0,0,1,NA,3,3,2,3,2,3,NA,1.333333333,2.538461538,3,4,3,4
499,Mr. Wonderful,1993,0,3125424,13000000,0,0,0,0,0,0,0,1,0,1,NA,3,2.857142857,3,2.5,2.5,1,2,2.5,2.9,2.8,NA,NA,NA
500,Mrs. Doubtfire,1993,0,219195243,25000000,1,0,0,1,0,0,0,1,0,0,3.5,3.390625,3.203319502,3.416666667,3.727272727,3.769230769,3.529411765,4,3.34,3.453608247,3.638297872,3.708333333,3.866666667,2.666666667
501,Naked,1993,0,1769305,NA,0,0,0,0,0,0,0,0,0,1,2,4.166666667,3.58974359,3.6,3.75,4.666666667,3.5,NA,3,3.266666667,3.8,NA,4,NA
502,"The Next Karate Kid,",1994,0,NA,NA,0,1,0,0,1,1,0,0,0,0,2.25,2.129032258,1.5,2.263157895,2.75,1.888888889,4,3,1.769230769,1.666666667,3,1,1,NA
503,"The New Age,",1994,0,245217,NA,0,0,0,0,0,0,0,0,0,1,NA,NA,4,3,4,3,3,NA,NA,5,4,NA,NA,NA
504,No Escape,1994,0,15339030,20000000,0,0,0,0,0,1,0,0,0,0,2,3.177777778,2.771428571,3.121212121,3.1,3.428571429,4,1,NA,2.2,3.5,NA,NA,2
505,North,1994,0,7182747,40000000,1,0,0,0,0,0,0,1,0,0,1.75,2.5625,2.333333333,2.714285714,2.25,3,NA,3.333333333,2.4,2.4,2.333333333,3.5,NA,3
506,Orlando,1993,0,5377643,4000000,0,0,0,0,0,0,0,0,0,1,NA,3.714285714,3.206896552,3.076923077,2.25,3.25,3.5,5,3.5,4,3.428571429,3.714285714,5,NA
507,"Perfect World, A",1993,0,NA,NA,0,0,0,0,0,1,0,0,0,1,4,3.607142857,3.545454545,3.361111111,3.384615385,3.2,3.5,4,3.083333333,3.791666667,3.5,3.4,3.75,3.5
508,Philadelphia,1993,0,77446440,26000000,1,0,0,0,0,0,0,0,0,1,4,4.026666667,3.793296089,3.684931507,4,4.1,4.444444444,4.4,3.84375,3.842105263,3.95,4.333333333,4.25,4.25
509,"The Piano,",1993,0,40157856,7000000,0,1,0,1,0,0,0,0,0,1,4.5,3.380952381,3.506756757,3.626506024,3.45,3.552631579,3.857142857,5,3.448275862,3.970588235,3.775510204,4,3.833333333,4
510,Poetic Justice,1993,0,27515786,14000000,0,0,0,0,0,0,0,0,0,1,NA,2.727272727,2.142857143,2.25,3,2,NA,NA,2.25,2.4,3,NA,3,NA
511,"The Program,",1993,0,23032565,15000000,0,0,0,0,0,1,0,0,0,1,1,3.403846154,3.064516129,2.8125,3,2.666666667,3,1,2.333333333,3.166666667,2,NA,4,NA
512,Robert A. Heinlein's The Puppet Masters,1994,0,NA,NA,0,0,0,0,0,1,1,0,0,0,2.857142857,3.142857143,2.738461538,2.833333333,3.1,3.666666667,4,3,2,2.285714286,3.142857143,NA,2.75,1.666666667
513,Radioland Murders,1994,0,1316865,NA,0,0,0,1,0,0,1,1,0,1,2,3.6,3.210526316,2.9,3.5,2.5,3.666666667,NA,4,2.5,3.5,3,3,2
514,"The Ref,",1994,0,11439193,11000000,1,0,0,0,0,0,0,1,0,0,3.875,3.571428571,3.524590164,3.512195122,3.555555556,3.071428571,3.5,4.5,3.4,3.515151515,3.909090909,3.333333333,3.75,NA
515,"The Remains of the Day,",1993,0,23237911,11500000,1,1,0,0,0,0,0,0,0,1,4,3.884615385,3.76146789,3.985714286,3.75,4,4.142857143,3,3.466666667,3.855072464,4,3.947368421,4.529411765,4.5
516,Renaissance Man,1994,0,24332324,40000000,0,0,0,0,0,1,0,1,0,1,3.090909091,2.771929825,2.68115942,2.862068966,3.181818182,3.571428571,2.714285714,1,3,3.111111111,3,3.285714286,3.5,NA
517,Rising Sun,1993,0,63179523,NA,0,0,0,0,0,1,1,0,0,1,2.5,3.112903226,3.114864865,3.227272727,3.275862069,3.611111111,3.888888889,NA,2,2.736842105,2.888888889,3.777777778,3.571428571,NA
518,"The Road to Wellville,",1994,0,6562513,25000000,1,1,0,0,0,0,0,1,0,0,5,2.2,2.403508772,2.333333333,2.857142857,2.333333333,1.5,NA,2.8,2.65,2.5,2.666666667,3,NA
519,Robocop 3,1993,0,10696210,23500000,0,0,0,0,0,1,1,0,0,0,1.5,2.047619048,1.743902439,1.9375,1.583333333,2.583333333,4,NA,3,2,2.714285714,2.5,1.5,1
520,Robin Hood: Men in Tights,1993,0,NA,20000000,0,0,0,0,0,0,0,1,0,0,3.8,3.363636364,2.453608247,2.613636364,2.8,2.8,2.75,4.285714286,3.0625,2.676470588,3.5,3.6,4,3
521,Romeo Is Bleeding,1993,0,3275585,11500000,0,0,0,0,0,0,1,0,0,0,NA,3.555555556,3.48,3.181818182,3.375,3,3.666666667,NA,2,3.5,3.25,3.666666667,NA,NA
522,Romper Stomper,1992,0,175340,NA,0,0,0,0,0,1,0,0,0,1,NA,3.769230769,3.609756098,3.583333333,4,2.6,3,NA,3.5,3.75,3.666666667,3,NA,NA
523,Ruby in Paradise,1993,0,1001437,800000,0,0,0,0,0,0,0,0,0,1,NA,4,3.407407407,3.64,3.777777778,3.857142857,3.333333333,NA,3,3.916666667,3.571428571,3.75,4,NA
524,Rudy,1993,0,22750363,NA,0,0,0,0,0,0,0,0,0,1,3.846153846,3.576470588,3.71875,3.704918033,3.172413793,3.421052632,3.833333333,3.4,3.517241379,3.4,3.75,3.636363636,3.8,4
525,"The Saint of Fort Washington,",1993,0,134454,NA,0,0,0,0,0,0,0,0,0,1,NA,4.5,2.857142857,3,4,NA,3,NA,3,3,4,NA,NA,3
526,"Savage Nights (Nuits fauves, Les)",1992,0,662341,NA,0,0,0,0,0,0,0,0,0,1,NA,NA,2.25,2.333333333,NA,NA,NA,NA,NA,4,NA,NA,NA,NA
527,Schindler's List,1993,0,96065768,22000000,1,0,0,1,0,1,0,0,0,1,4.414634146,4.487730061,4.486697966,4.470769231,4.535211268,4.487603306,4.578947368,4.533333333,4.431034483,4.481308411,4.627272727,4.704225352,4.765957447,4.714285714
528,"The Scout,",1994,0,2694234,NA,0,0,0,1,0,0,0,0,0,1,4,2.222222222,2.458333333,2.571428571,3.25,3,4,NA,1.666666667,2.571428571,3,NA,NA,NA
529,Searching for Bobby Fischer,1993,0,7266383,NA,0,0,0,0,0,0,0,0,0,1,3.705882353,3.923076923,4.032258065,4.010204082,3.875,3.909090909,4.047619048,4.75,3.806451613,4.035087719,3.976190476,4.047619048,4,3.666666667
530,Second Best,1994,0,86115,NA,0,0,0,0,0,0,0,0,0,1,NA,3,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
531,"The Secret Garden,",1993,0,31181347,NA,0,0,0,1,1,0,0,0,0,1,2.833333333,3.08,3.574074074,4,3.722222222,3.785714286,3.857142857,4.125,3.651162791,3.973684211,3.857142857,3.96,4,4.4
532,Serial Mom,1994,0,7820688,13000000,0,0,0,0,0,0,1,1,0,0,1.75,2.955882353,3.078947368,3.288461538,3.037037037,2.333333333,2.857142857,3,2.88,3.119047619,3.263157895,3.285714286,3.166666667,4
533,"The Shadow,",1994,0,32063435,25000000,0,0,0,1,0,1,0,0,0,0,2.857142857,2.852941176,2.675,2.516129032,3.5,3.2,1.8,NA,2,2.5,3.333333333,2.5,3,NA
534,Shadowlands,1993,0,25842377,22000000,1,0,0,0,0,0,0,0,0,1,5,3.36,3.880597015,3.5,3.8,4,4.105263158,5,3.818181818,3.772727273,3.875,3.785714286,4,4.818181818
535,Short Cuts,1993,0,6110979,NA,1,1,0,0,0,0,0,0,0,1,3,4,3.798165138,3.540540541,3.866666667,3.526315789,3.888888889,NA,3.666666667,3.863636364,4.375,3.6,3.75,4.666666667
536,"Simple Twist of Fate, A",1994,0,NA,NA,0,0,0,0,0,0,0,0,0,1,4,3.666666667,2.769230769,3.3,3,4,3.5,3,2.666666667,3,3.333333333,3,3,NA
537,Sirens,1994,0,7770731,NA,1,0,0,0,0,0,0,1,0,1,2.5,2.75,2.935483871,3.108108108,3.833333333,3.444444444,3.5,2,2.666666667,2.956521739,3.454545455,3,3,3.5
538,Six Degrees of Separation,1993,0,6405918,12000000,0,0,0,1,0,0,0,0,0,1,4.5,3.782608696,3.990196078,3.6,3.444444444,3.571428571,3.857142857,NA,3.666666667,3.894736842,3.833333333,3.285714286,3.7,4.25
539,Sleepless in Seattle,1993,0,126680884,21000000,1,1,0,0,0,0,0,1,0,1,3.285714286,3.585858586,3.384937238,3.732283465,3.947368421,4.218181818,4.037037037,3.944444444,3.716216216,3.824427481,4.125,4.272727273,4.142857143,4.210526316
540,Sliver,1993,0,36300000,40000000,0,1,0,1,0,0,1,0,0,0,3,2.416666667,2.263157895,2.2,2.333333333,1.666666667,2.142857143,NA,1.818181818,2.285714286,2.285714286,1.666666667,1.666666667,1
541,Blade Runner,1982,0,32868943,28000000,0,0,0,1,0,1,1,0,0,0,4.074074074,4.17699115,4.377813505,4.335329341,4.387387387,4.137614679,4.305084746,4.2,3.511627907,4.216,4.194444444,3.911764706,4.55,3.846153846
542,Son in Law,1993,0,NA,NA,0,0,0,0,0,0,0,1,0,0,3,2.58490566,2.5,2.4,2.5,3.5,1,3.75,3,2.85,3.4,3,5,NA
543,So I Married an Axe Murderer,1993,0,11585483,20000000,0,0,0,0,0,0,1,1,0,1,3.421052632,3.631205674,3.351351351,3.265625,2.583333333,3.529411765,2.142857143,2,3.589285714,3.585365854,3.034482759,3.181818182,2.8,1
544,Striking Distance,1993,0,24107867,30000000,1,0,0,0,0,1,0,0,0,0,NA,2.44,2.54,2.655172414,3.166666667,3,3.5,NA,3,2.571428571,3.333333333,3,4,NA
545,Harlem,1993,0,NA,10000000,0,0,0,0,0,0,0,0,0,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
546,Super Mario Bros.,1993,0,20915465,42000000,0,0,0,0,1,1,0,0,0,0,2.090909091,1.846938776,1.653846154,1.702702703,2.0625,2.333333333,2.333333333,3.2,2.24,1.692307692,1.888888889,2,4,NA
547,Surviving the Game,1994,0,7727256,7400000,0,0,0,0,0,1,1,0,0,0,2.666666667,2.757575758,2.8125,3.066666667,3.428571429,3,3.333333333,NA,3,2.666666667,2.5,NA,NA,4
548,Terminal Velocity,1994,0,16487349,50000000,0,0,0,0,0,1,0,0,0,0,2,2.942857143,2.282608696,2.535714286,2.571428571,3,2.25,NA,3,2,3,NA,2,NA
549,Thirty-Two Short Films About Glenn Gould,1993,0,NA,NA,0,0,0,0,0,0,0,0,1,0,5,4.3,3.738095238,3.814814815,3.333333333,4,4.166666667,NA,3.5,3.684210526,3.833333333,3.666666667,4.2,4
550,Threesome,1994,0,14815317,NA,0,0,0,0,0,0,0,1,0,1,5,2.838709677,2.953125,2.846153846,3,2,2,5,2.95,3.189189189,3.4,NA,4,NA
551,"The Nightmare Before Christmas,",1993,0,75082668,18000000,0,0,0,0,1,0,0,1,0,0,3.837837838,3.853658537,3.722560976,3.654545455,3.653846154,4.136363636,3.142857143,2.909090909,3.661290323,3.822429907,3.69047619,3.45,4.3,2.333333333
552,"The Three Musketeers,",1993,0,53898845,30000000,0,0,0,0,0,1,0,1,0,0,3.125,3.134831461,3.129032258,3.261538462,3.166666667,3.538461538,3.153846154,3.5,3.419354839,3.345454545,3.761904762,3,3.333333333,3
553,Tombstone,1993,0,56505065,25000000,0,0,0,0,0,1,0,0,0,0,3.555555556,4.158878505,3.734693878,3.901234568,3.925925926,4,4,4,3.695652174,3.533333333,4.133333333,4,3.666666667,3
554,Trial by Jury,1994,0,6971777,NA,0,0,0,0,0,0,1,0,0,0,NA,1,2.857142857,3,1.666666667,3,3,NA,3,NA,2.75,2,NA,NA
555,True Romance,1993,0,12281551,NA,0,0,0,0,0,1,1,0,0,1,3.833333333,3.961165049,4.037288136,3.972972973,3.565217391,3.95,3.75,3,3.615384615,3.790322581,3.636363636,4,3.285714286,NA
556,"The War Room,",1993,0,901668,NA,0,0,0,0,0,0,0,0,1,0,NA,4.4375,4.456521739,3.916666667,4,3.833333333,4.333333333,NA,NA,4.214285714,4.333333333,4,3.666666667,NA
557,Mamma Roma,1962,0,NA,NA,0,0,0,0,0,0,0,0,0,1,NA,NA,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
558,"The Pagemaster,",1994,0,13670688,27000000,0,0,0,1,1,1,0,0,0,0,2.375,2.681818182,2.333333333,2.555555556,2.25,3,3,3.875,2.416666667,2.714285714,3.333333333,4,4,NA
559,"Paris, France",1993,0,44159,NA,0,0,0,0,0,0,0,1,0,0,NA,1,NA,NA,3,NA,5,NA,1,NA,NA,NA,5,NA
560,"The Beans of Egypt, Maine,",1994,0,73956,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,4,NA,NA,4,NA,NA,NA,4,3,4,3,4
561,Killer (Bulletproof Heart),1994,0,NA,NA,0,0,0,0,0,0,1,0,0,0,NA,4,3.571428571,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
562,Welcome to the Dollhouse,1995,0,4569019,800000,0,0,0,0,0,0,0,1,0,1,4.25,3.708333333,3.82781457,3.75,3.666666667,3.4,3,3.833333333,4.073170732,3.784810127,3.863636364,3.769230769,4,2.5
563,Germinal,1993,0,NA,186960000,0,0,0,0,0,0,0,0,0,1,NA,NA,3.5,3.8,3,3.5,3,NA,2,2.333333333,NA,NA,4,3
564,Chasers,1994,0,1596687,NA,0,0,0,0,0,0,0,1,0,0,1,2.5,2.111111111,2.714285714,NA,2,NA,4,1,2,NA,NA,NA,NA
565,Cronos,1992,0,621392,2000000,0,0,0,0,0,0,1,0,0,0,NA,3.222222222,3.32,2.777777778,3.571428571,2.333333333,2.5,1,NA,2.666666667,NA,NA,4,NA
566,Naked in New York,1994,0,1038959,NA,0,0,0,0,0,0,0,1,0,1,NA,2,3,3.5,2,3,NA,NA,3,4,NA,2,3,NA
567,Kika,1993,0,2019581,NA,0,0,0,1,0,0,0,0,0,1,NA,3,3.7,NA,NA,NA,NA,NA,NA,3,2,NA,5,NA
568,Bhaji on the Beach,1993,0,734634,NA,0,0,0,0,0,0,0,1,0,1,NA,3,4.2,3.714285714,3.5,3.8,4,NA,5,3,4.666666667,4,3.666666667,NA
569,Little Big League,1994,0,12267790,NA,0,0,0,0,1,0,0,1,0,0,3.5,2.857142857,2.6,2.857142857,3.166666667,3.5,NA,2.666666667,2.777777778,3,3.6,4,4,NA
570,"Slingshot, The (K_disbellan )",1993,0,308368,NA,0,0,0,0,0,0,0,1,0,1,NA,4,2.555555556,2.833333333,NA,5,NA,5,4,NA,NA,NA,3.5,NA
571,"The Wedding Gift,",1994,0,NA,NA,0,0,0,0,0,0,0,0,0,1,NA,2,4,3.333333333,3.333333333,4,3.5,NA,5,3.111111111,4,4.333333333,3.75,NA
572,Foreign Student,1994,0,NA,NA,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
573,"Ciao, Professore! (Io speriamo che me la cavo )",1993,0,1113435,NA,0,0,0,0,0,0,0,0,0,1,NA,3,2.666666667,3.5,5,2,4,NA,4.5,3.5,5,4,3,NA
574,Spanking the Monkey,1994,0,1359736,200000,0,0,0,0,0,0,0,1,0,1,NA,3.434782609,3.539473684,3.235294118,2.25,3.4,2.75,NA,3.5,3.625,3.4,3,4,2
575,"The Little Rascals,",1994,0,52125282,NA,0,0,0,1,1,0,0,1,0,0,3,2.315789474,2.433333333,3.2,3.166666667,3,NA,3.666666667,3.066666667,3,3.333333333,NA,NA,NA
576,Fausto,1993,0,NA,NA,0,0,0,0,0,0,0,1,0,0,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
577,Andre,1994,0,16820893,NA,0,0,0,1,1,0,0,0,0,0,4,2.166666667,2.909090909,2.857142857,NA,3.5,2,3.625,2.6,3,3.2,NA,NA,NA
578,"The Hour of the Pig,",1993,0,NA,NA,0,0,0,1,0,0,1,0,0,1,NA,NA,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
579,"Scorta, La",1993,0,NA,NA,0,0,0,0,0,0,1,0,0,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
580,Princess Caraboo,1994,0,3062530,NA,0,0,0,0,0,0,0,0,0,1,NA,4,3.058823529,3.222222222,3.5,3.5,2,NA,3.75,3.153846154,3.333333333,3,3.666666667,5
581,"The Celluloid Closet,",1995,0,1400591,NA,0,0,0,0,0,0,0,0,1,0,NA,4.083333333,3.864864865,4.333333333,4.3,4,4,5,4,4.115384615,3.666666667,4.2,4.166666667,2.5
582,Metisse (Caf_ au Lait),1993,0,NA,NA,0,0,0,0,0,0,0,1,0,0,NA,NA,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
583,Dear Diary (Caro Diario),1994,0,NA,NA,0,0,0,0,0,0,0,1,0,1,NA,4.666666667,3.5,3.666666667,2.75,NA,4,5,4.5,3.5,3,NA,NA,NA
584,I Don't Want to Talk About It (De eso no se habla),1993,0,NA,NA,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
585,"The Brady Bunch Movie,",1995,0,46576136,12000000,0,0,0,1,0,0,0,1,0,0,2.692307692,2.636363636,2.993006993,3.318181818,2.272727273,2,NA,2.777777778,2.588235294,3.127272727,3.047619048,3.5,2.75,3
586,Home Alone,1990,0,285761243,18000000,0,0,0,1,1,0,0,1,0,0,3.714285714,2.990909091,2.94972067,3.359550562,3.413793103,3.258064516,2.866666667,3.217391304,3,3.12,3.432432432,3,3.833333333,3.5
587,Ghost,1990,0,217631306,22000000,0,0,0,1,0,0,1,1,0,1,3.090909091,3.342857143,3.214285714,3.530201342,3.627118644,4,3.727272727,3.875,3.514285714,3.649681529,3.704225352,3.806451613,4.25,4
588,Aladdin,1992,0,217350219,28000000,1,0,0,0,1,0,0,1,0,0,3.571428571,3.726495726,3.736842105,3.930379747,4,3.534883721,3.181818182,3.777777778,3.794642857,3.882352941,4.024390244,3.90625,3.5,3.666666667
589,Terminator 2: Judgment Day,1991,0,204843345,102000000,0,0,0,0,0,1,1,0,0,0,4.245614035,4.118181818,4.071111111,4.220140515,4.104575163,4.142857143,3.85483871,4.111111111,3.764044944,3.802139037,3.731958763,3.875,3.615384615,4
590,Dances with Wolves,1990,0,184208848,22000000,1,0,1,0,0,1,0,0,0,1,4.333333333,3.779661017,3.860294118,4.009389671,3.909090909,3.946428571,4.147058824,4.285714286,3.846153846,3.758064516,3.936708861,4.063829787,4.25,4.095238095
591,Tough and Deadly,1995,0,NA,NA,0,0,0,0,0,1,1,0,0,1,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
592,Batman,1989,0,251188924,35000000,1,0,0,1,0,1,1,0,0,1,3.652173913,3.862745098,3.634343434,3.432692308,3.550724638,3.435483871,3.548387097,4,3.813559322,3.47008547,3.267857143,3.304347826,3.15,3.777777778
593,"The Silence of the Lambs,",1991,0,130742922,19000000,1,1,0,0,0,0,1,0,0,1,4.341463415,4.376119403,4.414357683,4.335211268,4.469230769,4.251968504,4.377777778,4.083333333,4.384,4.384615385,4.212903226,3.943661972,3.886363636,4.538461538
594,Snow White and the Seven Dwarfs,1937,0,NA,2000000,0,0,0,0,1,0,0,0,0,0,3.157894737,3.575471698,3.822580645,4.010204082,3.931818182,4.303030303,3.961538462,3.823529412,3.603174603,3.853333333,4.1,3.736842105,4.166666667,4.4
595,Beauty and the Beast,1991,0,218967620,NA,0,0,0,0,1,0,0,0,0,0,2.96969697,3.775641026,3.737410072,4.072992701,4.024390244,3.918918919,3.5,4.076923077,4.020833333,4.156521739,4.2,3.967741935,3.461538462,3.384615385
596,Pinocchio,1940,0,84254167,2600000,0,0,0,0,1,0,0,0,0,0,3.214285714,3.609756098,3.781954887,3.827586207,4.185185185,3.947368421,4.066666667,3.461538462,3.372093023,3.702702703,3.9,3.833333333,4.142857143,4.25
597,Pretty Woman,1990,0,178406268,14000000,0,1,0,0,0,0,0,1,0,1,4.4,3.447368421,3.361867704,3.594202899,3.659090909,3.839285714,3.703703704,4.5,3.933333333,3.84375,3.828947368,3.714285714,3.344827586,4.1875
598,Window to Paris,1994,0,NA,NA,0,0,0,0,0,0,0,1,0,0,NA,NA,4.5,5,NA,NA,NA,NA,4,3,5,NA,3,NA
599,"The Wild Bunch,",1969,0,638641,6244087,0,0,0,0,0,1,0,0,0,0,4.25,4.4,4.219178082,4.020408163,4.192307692,4.044444444,3.8,4,4.5,4,3,3.333333333,4,2.5
600,Love and a .45,1994,0,35200,NA,0,0,0,0,0,0,1,0,0,0,NA,2,3.230769231,3,3,2,2.5,NA,2.666666667,4.5,NA,NA,NA,NA
